N,
0.468097,-0.0020944
0.468097,-0.01256638
0.46705,-0.01361356
0.461814,-0.00837758
0.452389,-0.00837758
0.446106,-0.01466076
0.442965,-0.01151918
0.442965,-0.00628318
0.44087,-0.0041888
0.432493,-0.00523598
0.431445,-0.00628318
0.431445,-0.01047198
0.428304,-0.01570796
0.411549,-0.0282744
0.411549,-0.031416
0.410501,-0.0324632
0.410501,-0.0376992
0.408407,-0.0397936
0.404218,-0.0345576
0.403171,-0.0282744
0.402124,-0.0272272
0.402124,-0.0240856
0.400029,-0.0219912
0.397935,-0.0219912
0.396888,-0.020944
0.396888,-0.01884956
0.394793,-0.01675516
0.389557,-0.01466076
0.38851,-0.00942478
0.384322,-0.0031416
0.382227,0.0020944
0.37385,0.00837758
0.368614,0.00942478
0.353953,0.00837758
0.351858,0.00628318
0.350811,0.0020944
0.348717,-0.001047198
0.342434,0
0.33615,0.00628318
0.327773,0.00733038
0.325678,0.00523598
0.325678,-0.00628318
0.327773,-0.00942478
0.327773,-0.01256638
0.329867,-0.01570796
0.325678,-0.01780236
0.32149,-0.01780236
0.320442,-0.01884956
0.320442,-0.0219912
0.32149,-0.0240856
0.325678,-0.0282744
0.334056,-0.031416
0.343481,-0.031416
0.34767,-0.0251328
0.356047,-0.02618
0.359189,-0.0293216
0.359189,-0.0387464
0.367566,-0.0439822
0.367566,-0.063879
0.366519,-0.0649262
0.363378,-0.063879
0.363378,-0.0565486
0.359189,-0.0513126
0.350811,-0.0492182
0.33615,-0.0492182
0.335103,-0.0502654
0.335103,-0.0544542
0.334056,-0.0555014
0.333009,-0.0607374
0.331962,-0.0617846
0.311018,-0.0575958
0.308923,-0.0596902
0.308923,-0.0649262
0.315206,-0.0712094
0.30997,-0.0753982
0.30997,-0.084823
0.308923,-0.0858702
0.308923,-0.0890118
0.306829,-0.090059
0.305782,-0.0942478
0.30264,-0.0973894
0.30264,-0.105767
0.301593,-0.1078614
0.299498,-0.1099558
0.297404,-0.1099558
0.296357,-0.1120502
0.296357,-0.1193806
0.297404,-0.1204278
0.297404,-0.126711
0.299498,-0.1298524
0.299498,-0.1319468
0.300546,-0.1308996
0.30264,-0.132994
0.30264,-0.1350884
0.303687,-0.1361356
0.307876,-0.1361356
0.311018,-0.1392772
0.312065,-0.1413716
0.312065,-0.1476548
0.316254,-0.1507964
0.324631,-0.1518436
0.324631,-0.1570796
0.323584,-0.159174
0.320442,-0.1623156
0.318348,-0.1665044
0.314159,-0.169646
0.308923,-0.169646
0.30264,-0.1623156
0.299498,-0.1623156
0.298451,-0.1633628
0.298451,-0.1727876
0.29531,-0.1759292
0.286932,-0.1759292
0.282743,-0.1717404
0.275413,-0.169646
0.262847,-0.169646
0.253422,-0.1780236
0.253422,-0.1811652
0.249233,-0.185354
0.247139,-0.185354
0.240855,-0.1895428
0.240855,-0.1926844
0.24295,-0.195826
0.247139,-0.1989676
0.254469,-0.201062
0.262847,-0.201062
0.272271,-0.206298
0.289027,-0.207346
0.290074,-0.208392
0.290074,-0.211534
0.29531,-0.215722
0.307876,-0.215722
0.312065,-0.213628
0.32149,-0.213628
0.325678,-0.20944
0.325678,-0.1979204
0.324631,-0.1968732
0.346622,-0.1884956
0.34767,-0.1864012
0.34767,-0.1759292
0.348717,-0.174882
0.348717,-0.1727876
0.356047,-0.1654572
0.355,-0.1612684
0.357094,-0.159174
0.357094,-0.1507964
0.355,-0.148702
0.355,-0.143466
0.359189,-0.1392772
0.365472,-0.13823
0.367566,-0.1361356
0.367566,-0.1319468
0.366519,-0.1308996
0.367566,-0.1288052
0.376991,-0.132994
0.376991,-0.1361356
0.378038,-0.1371828
0.378038,-0.1476548
0.380133,-0.1497492
0.392699,-0.1507964
0.384322,-0.159174
0.38118,-0.1602212
0.375944,-0.1665044
0.375944,-0.1759292
0.376991,-0.1780236
0.379086,-0.180118
0.385369,-0.1822124
0.390605,-0.1874484
0.396888,-0.1874484
0.400029,-0.185354
0.405265,-0.1769764
0.410501,-0.1727876
0.410501,-0.16441
0.41469,-0.1633628
0.416785,-0.1602212
0.423068,-0.1560324
0.427257,-0.1549852
0.427257,-0.1518436
0.425162,-0.1497492
0.411549,-0.1466076
0.402124,-0.1392772
0.402124,-0.1371828
0.405265,-0.1340412
0.405265,-0.1256638
0.404218,-0.1246166
0.404218,-0.1204278
0.398982,-0.1151918
0.394793,-0.0994838
0.391652,-0.0963422
0.390605,-0.0932006
0.38851,-0.0911062
0.386416,-0.0911062
0.382227,-0.095295
0.372802,-0.0932006
0.372802,-0.0869174
0.374897,-0.0837758
0.374897,-0.0806342
0.376991,-0.0785398
0.376991,-0.074351
0.378038,-0.0733038
0.390605,-0.0722566
0.400029,-0.0827286
0.400029,-0.0858702
0.401077,-0.0869174
0.401077,-0.0932006
0.410501,-0.0984366
0.410501,-0.1120502
0.419926,-0.1225222
0.419926,-0.1350884
0.425162,-0.1392772
0.431445,-0.1392772
0.43354,-0.1413716
0.434587,-0.1445132
0.445059,-0.1549852
0.445059,-0.1612684
0.452389,-0.1685988
0.484852,-0.169646
0.487994,-0.1654572
0.487994,-0.1581268
0.489041,-0.1570796
0.489041,-0.153938
0.491136,-0.1497492
0.494277,-0.1466076
0.501608,-0.143466
0.51208,-0.1361356
0.514174,-0.132994
0.522552,-0.126711
0.522552,-0.1193806
0.524646,-0.1172862
0.524646,-0.0942478
0.517316,-0.0932006
0.511032,-0.0973894
0.50056,-0.1078614
0.497419,-0.1141446
0.491136,-0.1204278
0.482758,-0.126711
0.477522,-0.1277582
0.466003,-0.126711
0.458673,-0.1246166
0.454484,-0.121475
0.454484,-0.1120502
0.460767,-0.105767
0.475428,-0.1015782
0.481711,-0.0942478
0.515221,-0.0785398
0.52674,-0.0701622
0.534071,-0.0701622
0.541401,-0.0628318
0.547684,-0.0513126
0.55292,-0.0460766
0.558156,-0.0460766
0.568628,-0.0408408
0.573864,-0.0408408
0.577006,-0.0387464
0.5791,-0.036652
0.5791,-0.0345576
0.578053,-0.0335104
0.570723,-0.036652
0.568628,-0.0356048
0.568628,-0.0272272
0.566534,-0.0251328
0.567581,-0.0230384
0.573864,-0.0272272
0.575959,-0.0272272
0.580147,-0.0324632
0.589572,-0.0324632
0.592714,-0.0345576
0.598997,-0.0356048
0.615752,-0.0356048
0.632507,-0.020944
0.632507,-0.01466076
0.639838,-0.00942478
0.651357,-0.00942478
0.654498,-0.01361356
0.667065,-0.01361356
0.677537,-0.00942478
0.693245,-0.00628318
0.696386,-0.0041888
0.696386,-0.0020944
0.697434,-0.001047198
0.70267,0
0.716283,-0.001047198
0.71733,-0.0020944
0.71733,-0.0041888
0.720472,-0.00628318
0.728849,-0.00628318
0.731991,-0.00942478
0.731991,-0.01780236
0.73618,-0.020944
0.752935,-0.020944
0.768643,-0.01047198
0.76969,-0.01151918
0.76969,-0.01361356
0.773879,-0.01884956
0.778068,-0.01989676
0.790634,-0.01256638
0.799012,-0.0041888
0.813672,-0.0041888
0.815767,-0.00628318
0.815767,-0.00837758
0.821003,-0.01361356
0.81472,-0.0230384
0.812625,-0.0335104
0.810531,-0.0356048
0.806342,-0.0439822
0.786445,-0.0502654
0.771785,-0.0670206
0.771785,-0.0712094
0.770737,-0.0722566
0.770737,-0.074351
0.765501,-0.0806342
0.749793,-0.084823
0.722566,-0.0858702
0.704764,-0.0764454
0.697434,-0.0753982
0.688009,-0.0701622
0.672301,-0.0701622
0.630413,-0.0806342
0.629366,-0.079587
0.606327,-0.079587
0.601091,-0.0816814
0.594808,-0.084823
0.587478,-0.0942478
0.580147,-0.0973894
0.574911,-0.1026254
0.568628,-0.1120502
0.563392,-0.1130974
0.553968,-0.1193806
0.542448,-0.1204278
0.540354,-0.1225222
0.540354,-0.1256638
0.535118,-0.1340412
0.535118,-0.1371828
0.523599,-0.143466
0.50056,-0.1633628
0.50056,-0.180118
0.507891,-0.1874484
0.51208,-0.1895428
0.514174,-0.1895428
0.530929,-0.1717404
0.539307,-0.1675516
0.546637,-0.1675516
0.547684,-0.1685988
0.547684,-0.1759292
0.548732,-0.1769764
0.557109,-0.1822124
0.564439,-0.1832596
0.575959,-0.1832596
0.585383,-0.1769764
0.593761,-0.1769764
0.616799,-0.1717404
0.630413,-0.1717404
0.632507,-0.169646
0.632507,-0.1665044
0.637743,-0.1612684
0.637743,-0.1549852
0.634602,-0.1497492
0.634602,-0.1466076
0.633555,-0.1455604
0.633555,-0.1403244
0.638791,-0.1350884
0.648215,-0.1350884
0.654498,-0.1403244
0.669159,-0.1403244
0.682773,-0.1350884
0.695339,-0.126711
0.70267,-0.1256638
0.728849,-0.126711
0.741416,-0.1141446
0.744557,-0.1141446
0.756077,-0.1246166
0.785398,-0.1256638
0.78854,-0.1288052
0.794823,-0.1308996
0.801106,-0.13823
0.815767,-0.13823
0.818908,-0.1361356
0.818908,-0.1308996
0.816814,-0.1277582
0.816814,-0.1204278
0.81472,-0.1172862
0.81472,-0.1120502
0.813672,-0.111003
0.81472,-0.0994838
0.811578,-0.0963422
0.802153,-0.0942478
0.797965,-0.090059
0.797965,-0.084823
0.803201,-0.0806342
0.809484,-0.0806342
0.812625,-0.0827286
0.825192,-0.0827286
0.827286,-0.0806342
0.832522,-0.079587
0.833569,-0.0806342
0.833569,-0.0837758
0.834616,-0.0858702
0.8409,-0.0921534
0.857655,-0.0911062
0.860796,-0.0942478
0.869174,-0.095295
0.875457,-0.1015782
0.875457,-0.1036726
0.87441,-0.1047198
0.862891,-0.1089086
0.859749,-0.1089086
0.853466,-0.1026254
0.844041,-0.0984366
0.834616,-0.0984366
0.828333,-0.1015782
0.825192,-0.1047198
0.825192,-0.1130974
0.819956,-0.1172862
0.819956,-0.1256638
0.821003,-0.126711
0.821003,-0.1298524
0.827286,-0.1361356
0.836711,-0.1361356
0.839852,-0.1340412
0.857655,-0.1340412
0.859749,-0.1319468
0.877552,-0.1319468
0.884882,-0.13823
0.892212,-0.13823
0.903731,-0.1308996
0.906873,-0.1308996
0.913156,-0.126711
0.916298,-0.126711
0.918392,-0.1246166
0.922581,-0.1235694
0.935147,-0.1246166
0.946667,-0.1298524
0.955044,-0.1298524
0.965516,-0.121475
0.970752,-0.121475
0.981224,-0.1151918
0.991696,-0.1141446
0.992743,-0.1151918
0.992743,-0.1193806
0.990649,-0.121475
0.990649,-0.1361356
0.99379,-0.1392772
0.997979,-0.1403244
1.00531,-0.1455604
1.01997,-0.1466076
1.03044,-0.13823
1.03254,-0.132994
1.03463,-0.1308996
1.03463,-0.1288052
1.03777,-0.1256638
1.04929,-0.1225222
1.06291,-0.1120502
1.06814,-0.1036726
1.08176,-0.1015782
1.08594,-0.0994838
1.09432,-0.0994838
1.09642,-0.0973894
1.09746,-0.0984366
1.09746,-0.111003
1.1006,-0.1141446
1.10898,-0.1172862
1.11003,-0.1204278
1.11631,-0.1288052
1.11631,-0.1371828
1.12364,-0.1445132
1.12574,-0.1445132
1.12993,-0.1392772
1.12993,-0.1193806
1.11527,-0.1015782
1.11527,-0.0984366
1.11422,-0.0973894
1.11422,-0.0921534
1.10584,-0.0816814
1.10584,-0.0785398
1.11003,-0.0774926
1.11945,-0.0816814
1.1226,-0.0816814
1.12574,-0.084823
1.12678,-0.090059
1.12993,-0.0911062
1.13411,-0.0858702
1.13411,-0.0774926
1.12993,-0.0722566
1.12993,-0.0680678
1.14145,-0.0607374
1.14563,-0.0596902
1.15087,-0.0607374
1.15611,-0.0659734
1.15611,-0.0722566
1.14354,-0.0753982
1.1404,-0.0785398
1.1383,-0.0837758
1.13621,-0.0858702
1.13621,-0.0890118
1.1383,-0.0921534
1.16344,-0.0921534
1.17181,-0.084823
1.18438,-0.0774926
1.19381,-0.0806342
1.19799,-0.0837758
1.19381,-0.0879646
1.18543,-0.0879646
1.18333,-0.090059
1.18124,-0.090059
1.16239,-0.1099558
1.16239,-0.1204278
1.16658,-0.1256638
1.16972,-0.132994
1.17496,-0.1361356
1.18647,-0.1361356
1.19066,-0.1319468
1.19276,-0.1277582
1.20009,-0.121475
1.20323,-0.1235694
1.21056,-0.1246166
1.21161,-0.1256638
1.21161,-0.132994
1.21265,-0.1340412
1.21789,-0.1340412
1.21999,-0.1319468
1.23569,-0.1256638
1.23674,-0.1246166
1.23674,-0.1172862
1.2336,-0.1120502
1.2336,-0.1099558
1.22941,-0.105767
1.22941,-0.1026254
1.22836,-0.1015782
1.23255,-0.0984366
1.23988,-0.0984366
1.24826,-0.1036726
1.25873,-0.1036726
1.25978,-0.1047198
1.25978,-0.111003
1.26083,-0.1120502
1.28491,-0.1120502
1.29329,-0.1078614
1.30167,-0.105767
1.30376,-0.1036726
1.30376,-0.1015782
1.30062,-0.0994838
1.30062,-0.095295
1.30481,-0.0911062
1.31633,-0.0921534
1.31947,-0.0879646
1.31947,-0.0837758
1.31737,-0.0816814
1.31737,-0.0712094
1.31528,-0.069115
1.30376,-0.0670206
1.29852,-0.0628318
1.29748,-0.0607374
1.29748,-0.0523598
1.29852,-0.0513126
1.30481,-0.0513126
1.31528,-0.0596902
1.32366,-0.0607374
1.3247,-0.0617846
1.3247,-0.0764454
1.33099,-0.0816814
1.3467,-0.0816814
1.35507,-0.0785398
1.35612,-0.0806342
1.34879,-0.0890118
1.34879,-0.1047198
1.34984,-0.105767
1.34984,-0.1078614
1.35403,-0.111003
1.3624,-0.1130974
1.37078,-0.1225222
1.37916,-0.1256638
1.38754,-0.1256638
1.39068,-0.1225222
1.39277,-0.1193806
1.39277,-0.1172862
1.39487,-0.1151918
1.39487,-0.1120502
1.40115,-0.1036726
1.40115,-0.1015782
1.40743,-0.095295
1.41476,-0.0921534
1.42209,-0.0921534
1.42209,-0.0879646
1.41895,-0.0869174
1.42733,-0.0785398
1.43152,-0.0785398
1.43571,-0.074351
1.43571,-0.0659734
1.44094,-0.0596902
1.45665,-0.0575958
1.4577,-0.058643
1.45665,-0.0596902
1.45665,-0.0628318
1.4577,-0.0649262
1.46608,-0.0680678
1.47236,-0.0753982
1.48178,-0.0753982
1.49121,-0.0680678
1.49749,-0.0680678
1.50168,-0.0659734
1.50273,-0.0670206
1.50273,-0.0712094
1.50063,-0.0764454
1.49749,-0.0806342
1.49749,-0.0890118
1.50692,-0.0994838
1.50692,-0.1015782
1.50482,-0.1036726
1.49645,-0.1015782
1.4954,-0.1026254
1.4954,-0.105767
1.50482,-0.1151918
1.51844,-0.1151918
1.52053,-0.1130974
1.52053,-0.1078614
1.51948,-0.1068142
1.51948,-0.1036726
1.52158,-0.100531
1.54357,-0.0994838
1.54462,-0.100531
1.53833,-0.1068142
1.53833,-0.1141446
1.531,-0.1172862
1.531,-0.1204278
1.5331,-0.1235694
1.54147,-0.1235694
1.54462,-0.1204278
1.55299,-0.1204278
1.55718,-0.116239
1.56661,-0.111003
1.56975,-0.111003
1.57289,-0.1141446
1.57603,-0.1130974
1.57603,-0.1068142
1.5708,-0.0973894
1.5708,-0.0879646
1.57394,-0.0837758
1.57708,-0.0869174
1.58546,-0.0869174
1.59279,-0.0932006
1.6064,-0.0942478
1.61268,-0.0984366
1.61792,-0.0984366
1.62211,-0.0921534
1.62211,-0.0869174
1.62316,-0.0858702
1.62316,-0.0774926
1.62106,-0.0753982
1.61268,-0.0753982
1.60221,-0.0649262
1.60326,-0.063879
1.60745,-0.0659734
1.62211,-0.0659734
1.62525,-0.063879
1.62839,-0.0670206
1.62839,-0.0722566
1.62944,-0.0733038
1.62944,-0.0764454
1.63049,-0.0785398
1.63468,-0.0806342
1.66295,-0.0816814
1.67133,-0.0806342
1.68075,-0.0722566
1.69018,-0.0659734
1.69227,-0.0659734
1.70065,-0.058643
1.70065,-0.0513126
1.69855,-0.048171
1.6818,-0.0345576
1.67761,-0.0240856
1.66923,-0.01570796
1.64515,-0.01570796
1.64201,-0.01361356
1.63153,-0.01256638
1.62211,-0.00837758
1.6064,-0.00837758
1.60117,-0.01361356
1.60117,-0.01570796
1.59698,-0.01989676
1.59383,-0.0251328
1.58546,-0.0335104
1.58127,-0.0345576
1.53938,-0.0356048
1.53519,-0.0376992
1.52158,-0.0397936
1.51739,-0.036652
1.51529,-0.0324632
1.50901,-0.0324632
1.49959,-0.0397936
1.49016,-0.041888
1.48807,-0.0408408
1.48911,-0.0397936
1.48911,-0.0303688
1.4933,-0.0251328
1.50587,-0.0230384
1.51111,-0.01884956
1.52053,-0.01570796
1.54252,-0.01466076
1.5509,-0.01256638
1.58127,-0.01256638
1.58546,-0.00942478
1.58965,-0.001047198
1.58965,0.0041888
1.5886,0.00523598
1.5865,0.00733038
1.57813,0.00733038
1.56556,0.01047198
1.57813,0.01780236
1.58441,0.01884956
1.5886,0.0230384
1.5886,0.0282744
1.57917,0.0335104
1.57394,0.0387464
1.57394,0.0471238
1.5886,0.063879
1.59698,0.0670206
1.60431,0.0670206
1.61792,0.0607374
1.62106,0.0544542
1.62106,0.0523598
1.61373,0.0460766
1.61373,0.0345576
1.61687,0.031416
1.63049,0.031416
1.63363,0.0293216
1.64305,0.0282744
1.66295,0.0282744
1.66504,0.02618
1.66504,0.01256638
1.67866,-0.001047198
1.69437,-0.0020944
1.69646,-0.0041888
1.70484,-0.0041888
1.71636,0.00733038
1.7195,0.00837758
1.74254,0.00837758
1.74673,0.0041888
1.75929,0.00523598
1.76034,0.0041888
1.75301,-0.001047198
1.73625,-0.00523598
1.73102,-0.00837758
1.72892,-0.01151918
1.7195,-0.01466076
1.71531,-0.01989676
1.71531,-0.0219912
1.71322,-0.0240856
1.71322,-0.0324632
1.7174,-0.036652
1.7174,-0.053407
1.72473,-0.058643
1.73521,-0.0607374
1.74777,-0.048171
1.77605,-0.0471238
1.77919,-0.0408408
1.78024,-0.0345576
1.78338,-0.031416
1.78338,-0.0272272
1.78128,-0.0251328
1.78128,-0.01151918
1.78652,-0.0031416
1.79071,0
1.7928,-0.001047198
1.7928,-0.0041888
1.79594,-0.00733038
1.79594,-0.00942478
1.7949,-0.01047198
1.7949,-0.01780236
1.79909,-0.0219912
1.80223,-0.0230384
1.8127,-0.0230384
1.82631,-0.01989676
1.83783,-0.01361356
1.84621,-0.00523598
1.8483,-0.00628318
1.8504,-0.00837758
1.8504,-0.01151918
1.85878,-0.0219912
1.85878,-0.0240856
1.8504,-0.0324632
1.84202,-0.0376992
1.8326,-0.0397936
1.82527,-0.0471238
1.81689,-0.0617846
1.81375,-0.0628318
1.80956,-0.0670206
1.80956,-0.069115
1.81375,-0.0722566
1.81793,-0.0722566
1.82736,-0.0774926
1.83783,-0.0785398
1.84202,-0.0806342
1.85459,-0.0806342
1.86296,-0.074351
1.86715,-0.0733038
1.87867,-0.079587
1.88181,-0.084823
1.89019,-0.0932006
1.91847,-0.0942478
1.92056,-0.0921534
1.92999,-0.0921534
1.93627,-0.0984366
1.93627,-0.1026254
1.93836,-0.105767
1.93732,-0.1130974
1.9415,-0.116239
1.95512,-0.1183334
1.95617,-0.1193806
1.95617,-0.1298524
1.9635,-0.1350884
1.97606,-0.1350884
1.99072,-0.1298524
2.00015,-0.1288052
2.00224,-0.126711
2.00224,-0.1141446
2.02528,-0.0921534
2.02737,-0.095295
2.02737,-0.0994838
2.02947,-0.1026254
2.0368,-0.1047198
2.04413,-0.1047198
2.04727,-0.1015782
2.04727,-0.0984366
2.04937,-0.0963422
2.05041,-0.0932006
2.0567,-0.0869174
2.08183,-0.0722566
2.08183,-0.0701622
2.07973,-0.0680678
2.07764,-0.0680678
2.0745,-0.0628318
2.0745,-0.0523598
2.0724,-0.048171
2.0724,-0.0230384
2.07345,-0.0219912
2.07345,0.00837758
2.0724,0.00942478
2.0724,0.01570796
2.07136,0.01675516
2.07136,0.01884956
2.06507,0.0230384
2.05774,0.0240856
2.0546,0.02618
2.03994,0.02618
2.0368,0.0240856
2.02004,0.0240856
2.01481,0.02618
2.00538,0.0345576
1.99596,0.0387464
1.96035,0.0397936
1.95512,0.0439822
1.94883,0.0460766
1.93732,0.0565486
1.92161,0.0565486
1.91532,0.0523598
1.91218,0.0523598
1.90695,0.0460766
1.89438,0.036652
1.87972,0.031416
1.87344,0.0272272
1.86401,0.02618
1.85459,0.01466076
1.85145,0.01466076
1.84307,0.01780236
1.83888,0.01780236
1.83469,0.0230384
1.8305,0.031416
1.82736,0.0345576
1.82422,0.0345576
1.81584,0.0387464
1.79804,0.0397936
1.79071,0.0523598
1.79385,0.0544542
1.8504,0.053407
1.85354,0.0460766
1.85563,0.0439822
1.86925,0.042935
1.88286,0.0492182
1.89438,0.0596902
1.90381,0.0617846
1.91847,0.0701622
1.9258,0.0712094
1.95302,0.0701622
1.95512,0.0680678
1.96768,0.0659734
1.97292,0.0617846
1.97397,0.0575958
1.9792,0.0513126
1.99072,0.0513126
1.99805,0.0544542
2.01062,0.0544542
2.01376,0.0523598
2.02319,0.0523598
2.02842,0.0492182
2.03261,0.0492182
2.0368,0.0460766
2.04308,0.0460766
2.05041,0.042935
2.05774,0.042935
2.06507,0.0387464
2.0724,0.0387464
2.07973,0.031416
2.08288,0.0324632
2.08288,0.0387464
2.08183,0.0397936
2.08183,0.041888
2.08916,0.0502654
2.10068,0.0492182
2.10277,0.0460766
2.10277,0.0397936
2.0923,0.0376992
2.08811,0.0335104
2.08811,0.031416
2.09335,0.02618
2.09649,0.02618
2.09858,0.0240856
2.09021,0.01989676
2.08706,0.01675516
2.08706,0.0041888
2.08392,0.001047198
2.08288,-0.0020944
2.08078,-0.0041888
2.08078,-0.00628318
2.07869,-0.00837758
2.07869,-0.020944
2.08078,-0.0251328
2.08078,-0.0293216
2.08183,-0.031416
2.08706,-0.036652
2.09021,-0.0376992
2.08916,-0.053407
2.09858,-0.063879
2.11324,-0.0680678
2.11534,-0.0701622
2.11534,-0.0722566
2.11639,-0.0733038
2.11953,-0.0722566
2.13314,-0.0733038
2.13628,-0.0712094
2.13628,-0.069115
2.13838,-0.0670206
2.1478,-0.0607374
2.1478,-0.0513126
2.14675,-0.0502654
2.14675,-0.042935
2.14466,-0.0408408
2.14466,-0.0387464
2.14257,-0.0356048
2.14257,-0.0293216
2.14152,-0.0282744
2.15827,-0.0272272
2.16665,-0.0282744
2.17189,-0.031416
2.16875,-0.0376992
2.16875,-0.0450294
2.17189,-0.0492182
2.17712,-0.0492182
2.18131,-0.0523598
2.18131,-0.0607374
2.18236,-0.0617846
2.18655,-0.0617846
2.19178,-0.0565486
2.19178,-0.0544542
2.19283,-0.053407
2.19283,-0.041888
2.19178,-0.0408408
2.19178,-0.036652
2.20121,-0.0356048
2.20435,-0.0376992
2.2054,-0.0387464
2.2054,-0.0523598
2.20226,-0.0555014
2.20226,-0.0596902
2.19597,-0.0649262
2.18969,-0.0649262
2.18864,-0.0659734
2.18864,-0.0722566
2.19178,-0.0753982
2.2232,-0.0753982
2.23472,-0.0617846
2.23158,-0.0555014
2.23158,-0.0502654
2.22948,-0.048171
2.22948,-0.0450294
2.22739,-0.0408408
2.22739,-0.0356048
2.22844,-0.0345576
2.22844,-0.0303688
2.22948,-0.0293216
2.22948,-0.0230384
2.22425,-0.01780236
2.22215,-0.01361356
2.22215,-0.0041888
2.22425,-0.001047198
2.23263,0.00837758
2.24205,0.0041888
2.25147,0.0041888
2.25252,0.0031416
2.25252,-0.00523598
2.26299,-0.00942478
2.2609,-0.01151918
2.25462,-0.01256638
2.25043,-0.01675516
2.25043,-0.0230384
2.26614,-0.0251328
2.27137,-0.0230384
2.27137,-0.020944
2.27347,-0.01780236
2.27347,0
2.27137,0.0020944
2.27137,0.0041888
2.27032,0.00523598
2.27347,0.00942478
2.28499,0.01361356
2.28917,0.01256638
2.28917,0.00733038
2.29022,0.00628318
2.2986,0.0041888
2.29336,0
2.29336,-0.0020944
2.29127,-0.00523598
2.29127,-0.00733038
2.28917,-0.00942478
2.28813,-0.01361356
2.28499,-0.01780236
2.28499,-0.0251328
2.27451,-0.02618
2.24938,-0.0356048
2.24205,-0.0356048
2.23891,-0.036652
2.23367,-0.041888
2.23367,-0.0460766
2.23577,-0.0502654
2.23577,-0.0555014
2.24205,-0.0628318
2.2431,-0.0659734
2.24833,-0.0712094
2.25147,-0.0712094
2.25985,-0.0753982
2.27451,-0.0764454
2.28289,-0.0806342
2.29022,-0.0806342
2.29755,-0.0753982
2.30802,-0.0753982
2.31116,-0.0722566
2.32478,-0.0659734
2.33001,-0.0659734
2.33316,-0.0680678
2.34153,-0.0680678
2.34677,-0.0649262
2.35829,-0.063879
2.36457,-0.058643
2.3719,-0.0555014
2.37819,-0.0555014
2.38028,-0.0575958
2.39075,-0.0575958
2.3918,-0.0565486
2.3918,-0.053407
2.39075,-0.0523598
2.39075,-0.048171
2.38552,-0.0408408
2.38552,-0.0303688
2.3897,-0.0251328
2.3918,-0.01884956
2.39494,-0.01570796
2.39494,-0.01361356
2.39599,-0.01256638
2.39599,-0.00837758
2.39285,-0.00523598
2.39075,-0.001047198
2.39075,0.001047198
2.38866,0.0041888
2.38866,0.00628318
2.38237,0.01047198
2.38237,0.01989676
2.38761,0.0230384
2.40332,0.0219912
2.40855,0.0251328
2.46196,0.0251328
2.4651,0.0219912
2.47139,0.020944
2.47453,0.01675516
2.47348,0.01570796
2.46091,0.01570796
2.4473,0.01361356
2.43055,0.00628318
2.41693,0.00628318
2.41274,0.0041888
2.40332,0.0031416
2.40018,0
2.40018,-0.0020944
2.39913,-0.0031416
2.39913,-0.01047198
2.40018,-0.01151918
2.40018,-0.01570796
2.40227,-0.01884956
2.40227,-0.02618
2.39389,-0.036652
2.39389,-0.042935
2.40018,-0.0513126
2.40018,-0.053407
2.40437,-0.0575958
2.41274,-0.058643
2.41588,-0.0565486
2.42322,-0.0565486
2.43264,-0.0471238
2.43892,-0.0471238
2.4651,-0.0565486
2.47558,-0.0575958
2.48605,-0.0471238
2.48605,-0.0387464
2.48291,-0.0335104
2.48291,-0.0251328
2.48919,-0.01466076
2.49233,-0.01151918
2.49338,-0.01256638
2.49338,-0.0282744
2.49233,-0.0293216
2.49233,-0.0335104
2.50175,-0.042935
2.5049,-0.042935
2.50804,-0.0460766
2.51013,-0.0502654
2.51537,-0.0555014
2.51642,-0.0575958
2.51642,-0.0617846
2.51851,-0.063879
2.5206,-0.0649262
2.53422,-0.0649262
2.53841,-0.0628318
2.54783,-0.063879
2.54993,-0.0617846
2.55621,-0.0596902
2.56249,-0.0596902
2.56773,-0.0659734
2.56982,-0.0659734
2.57296,-0.0628318
2.57296,-0.058643
2.57192,-0.0565486
2.56563,-0.0502654
2.55726,-0.0460766
2.55097,-0.0397936
2.55202,-0.0387464
2.56668,-0.0387464
2.57087,-0.041888
2.57192,-0.0450294
2.57715,-0.0502654
2.58867,-0.0513126
2.59496,-0.0450294
2.59496,-0.0387464
2.596,-0.0376992
2.62114,-0.0387464
2.62428,-0.0356048
2.62847,-0.0345576
2.63056,-0.0324632
2.63056,-0.0251328
2.63161,-0.0240856
2.63475,-0.0272272
2.63789,-0.0272272
2.64313,-0.01989676
2.64417,-0.01780236
2.64417,-0.00837758
2.64522,-0.00733038
2.65255,-0.00733038
2.65569,-0.01151918
2.65779,-0.01151918
2.65883,-0.01047198
2.65883,-0.00733038
2.66093,-0.00523598
2.66093,-0.0031416
2.66198,-0.0020944
2.67454,-0.0020944
2.67559,-0.0031416
2.67559,-0.00733038
2.67664,-0.00837758
2.68292,-0.00942478
2.69234,-0.01675516
2.6913,-0.01884956
2.6913,-0.0240856
2.69234,-0.0251328
2.69234,-0.031416
2.69025,-0.0335104
2.67768,-0.0345576
2.66512,-0.0397936
2.63056,-0.0387464
2.61381,-0.0502654
2.61381,-0.0617846
2.63056,-0.0712094
2.62951,-0.0722566
2.62951,-0.084823
2.6358,-0.0932006
2.64313,-0.095295
2.6515,-0.0858702
2.66826,-0.0858702
2.66931,-0.084823
2.66931,-0.0827286
2.67559,-0.0764454
2.67873,-0.0753982
